sector,category,activity_id,name,activity_unit,kgCO2e-AR5,kgCO2e-AR4,kgCO2,kgCH4,kgN2O,kgCO2e-OtherGHGs-AR5,kgCO2e-OtherGHGs-AR4,uncertainty,scope,lca_activity,source,year_released,years_valid,years_calculated_from,region,data_quality,contributor,date_accessed,description,source_link
Waste,Food and Organic Waste,waste_type_mixed_organics-disposal_method_landfilled,Mixed Organics - Landfilled,short ton,not-supplied,480,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,EPA,2021,2021,2020,US,,Climatiq,2022/01/22,Emission intensity of disposing of the specified material to landfill. These factors do not include any avoided emissions impact from any of the disposal methods. Landfilling emissions include transport to landfill/equipment use at landfill and fugitive landfill CH4 emissions. Landfill CH4 is based on typical landfill gas collection practices and average landfill moisture conditions. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
Waste,Food and Organic Waste,waste_type_pla-disposal_method_composted,PLA - Composted,short ton,not-supplied,170,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,EPA,2021,2021,2020,US,,Climatiq,2022/01/08,Emission intensity of disposing of the specified material through composting. These factors do not include any avoided emissions impact from any of the disposal methods. All the factors presented here include transportation emissions (which are optional in the Scope 3 Calculation Guidance) with an assumed average distance traveled to the processing facility. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
Waste,Food and Organic Waste,waste_type_poultry-disposal_method_anaerobically_digested_dry_digestate_with_curing,Poultry - Anaerobically Digested (Dry Digestate with Curing),short ton,not-supplied,140,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,EPA,2021,2021,2020,US,,Climatiq,2022/01/22,Emission intensity of disposing of the specified material through anaerobic digestion. These factors do not include any avoided emissions impact from any of the disposal methods. All the factors presented here include transportation emissions (which are optional in the Scope 3 Calculation Guidance) with an assumed average distance traveled to the processing facility. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
Waste,Food and Organic Waste,waste_type_poultry-disposal_method_anaerobically_digested_wet_digestate_with_curing,Poultry - Anaerobically Digested (Wet Digestate with Curing),short ton,not-supplied,110,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,EPA,2021,2021,2020,US,,Climatiq,2022/01/22,Emission intensity of disposing of the specified material through anaerobic digestion. These factors do not include any avoided emissions impact from any of the disposal methods. All the factors presented here include transportation emissions (which are optional in the Scope 3 Calculation Guidance) with an assumed average distance traveled to the processing facility. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
Waste,Food and Organic Waste,waste_type_poultry-disposal_method_combusted,Poultry - Combusted,short ton,not-supplied,50,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,EPA,2021,2021,2020,US,,Climatiq,2022/01/22,Emission intensity of disposing of the specified material through cumbustion. These factors do not include any avoided emissions impact from any of the disposal methods. Combustion emissions include transport to combustion facility and combustion-related non-biogenic CO2 and N2O. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
Waste,Food and Organic Waste,waste_type_poultry-disposal_method_composted,Poultry - Composted,short ton,not-supplied,150,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,EPA,2021,2021,2020,US,,Climatiq,2022/01/11,Emission intensity of disposing of the specified material through composting. These factors do not include any avoided emissions impact from any of the disposal methods. All the factors presented here include transportation emissions (which are optional in the Scope 3 Calculation Guidance) with an assumed average distance traveled to the processing facility. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
Waste,Food and Organic Waste,waste_type_poultry-disposal_method_landfilled,Poultry - Landfilled,short ton,not-supplied,580,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,EPA,2021,2021,2020,US,,Climatiq,2022/01/22,Emission intensity of disposing of the specified material to landfill. These factors do not include any avoided emissions impact from any of the disposal methods. Landfilling emissions include transport to landfill/equipment use at landfill and fugitive landfill CH4 emissions. Landfill CH4 is based on typical landfill gas collection practices and average landfill moisture conditions. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
Waste,Food and Organic Waste,waste_type_yard_trimmings-disposal_method_anaerobically_digested_dry_digestate_with_curing,Yard Trimmings - Anaerobically Digested (Dry Digestate with Curing),short ton,not-supplied,110,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,EPA,2021,2021,2020,US,,Climatiq,2022/01/22,Emission intensity of disposing of the specified material through anaerobic digestion. These factors do not include any avoided emissions impact from any of the disposal methods. All the factors presented here include transportation emissions (which are optional in the Scope 3 Calculation Guidance) with an assumed average distance traveled to the processing facility. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
Waste,Food and Organic Waste,waste_type_yard_trimmings-disposal_method_combusted,Yard Trimmings - Combusted,short ton,not-supplied,50,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,EPA,2021,2021,2020,US,,Climatiq,2022/01/22,Emission intensity of disposing of the specified material through cumbustion. These factors do not include any avoided emissions impact from any of the disposal methods. Combustion emissions include transport to combustion facility and combustion-related non-biogenic CO2 and N2O. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
Waste,Food and Organic Waste,waste_type_yard_trimmings-disposal_method_composted,Yard Trimmings - Composted,short ton,not-supplied,190,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,EPA,2021,2021,2020,US,,Climatiq,2022/01/16,Emission intensity of disposing of the specified material through composting. These factors do not include any avoided emissions impact from any of the disposal methods. All the factors presented here include transportation emissions (which are optional in the Scope 3 Calculation Guidance) with an assumed average distance traveled to the processing facility. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
Waste,Food and Organic Waste,waste_type_yard_trimmings-disposal_method_landfilled,Yard Trimmings - Landfilled,short ton,not-supplied,330,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,EPA,2021,2021,2020,US,,Climatiq,2022/01/22,Emission intensity of disposing of the specified material to landfill. These factors do not include any avoided emissions impact from any of the disposal methods. Landfilling emissions include transport to landfill/equipment use at landfill and fugitive landfill CH4 emissions. Landfill CH4 is based on typical landfill gas collection practices and average landfill moisture conditions. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
Waste,General Waste,waste_type_books-disposal_method_closed_loop,Books waste disposal - closed-loop,tonne,not-supplied,21.294,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,BEIS,2021,2021,,GB,,Climatiq,2022/03/20,Emission intensity for books waste disposal - closed-loop. Retrieved from the Conversion Factors 2021: flat file published by the UK BEIS/Defra at the source URL.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Waste,General Waste,waste_type_books-disposal_method_combustion,Books waste disposal - combustion,tonne,not-supplied,21.294,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,BEIS,2021,2021,,GB,,Climatiq,2022/03/20,Emission intensity for books waste disposal - combustion. Retrieved from the Conversion Factors 2021: flat file published by the UK BEIS/Defra at the source URL.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Waste,General Waste,waste_type_books-disposal_method_landfill,Books waste disposal - landfill,tonne,not-supplied,1041.804,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,gate_to_grave,BEIS,2021,2021,,GB,,Climatiq,2022/03/20,Emission intensity for books waste disposal - landfill. Retrieved from the Conversion Factors 2021: flat file published by the UK BEIS/Defra at the source URL.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Waste,General Waste,waste_type_carpet-disposal_method_combusted,Carpet - Combusted,short ton,not-supplied,1680,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,EPA,2021,2021,2020,US,,Climatiq,2022/01/22,Emission intensity of disposing of the specified material through cumbustion. These factors do not include any avoided emissions impact from any of the disposal methods. Combustion emissions include transport to combustion facility and combustion-related non-biogenic CO2 and N2O. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
Waste,General Waste,waste_type_carpet-disposal_method_landfilled,Carpet - Landfilled,short ton,not-supplied,20,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,EPA,2021,2021,2020,US,,Climatiq,2022/01/22,Emission intensity of disposing of the specified material to landfill. These factors do not include any avoided emissions impact from any of the disposal methods. Landfilling emissions include transport to landfill/equipment use at landfill and fugitive landfill CH4 emissions. Landfill CH4 is based on typical landfill gas collection practices and average landfill moisture conditions. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
Waste,General Waste,waste_type_clothing-disposal_method_closed_loop,Clothing waste disposal - closed-loop,tonne,not-supplied,21.294,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,BEIS,2021,2021,,GB,,Climatiq,2022/03/20,Emission intensity for clothing waste disposal - closed-loop. Retrieved from the Conversion Factors 2021: flat file published by the UK BEIS/Defra at the source URL.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Waste,General Waste,waste_type_clothing-disposal_method_combustion,Clothing waste disposal - combustion,tonne,not-supplied,21.294,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,BEIS,2021,2021,,GB,,Climatiq,2022/03/20,Emission intensity for clothing waste disposal - combustion. Retrieved from the Conversion Factors 2021: flat file published by the UK BEIS/Defra at the source URL.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Waste,General Waste,waste_type_clothing-disposal_method_landfill,Clothing waste disposal - landfill,tonne,not-supplied,444.943,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,gate_to_grave,BEIS,2021,2021,,GB,,Climatiq,2022/03/20,Emission intensity for clothing waste disposal - landfill. Retrieved from the Conversion Factors 2021: flat file published by the UK BEIS/Defra at the source URL.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Waste,General Waste,waste_type_commercial_and_industrial-disposal_method_closed_loop,Commercial and industrial waste disposal -  closed-loop,tonne,not-supplied,21.294,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,BEIS,2021,2021,,GB,,Climatiq,2022/03/20,Emission intensity for commercial and industrial waste disposal -  closed-loop. Retrieved from the Conversion Factors 2021: flat file published by the UK BEIS/Defra at the source URL.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Waste,General Waste,waste_type_commercial_and_industrial-disposal_method_landfill,Commercial and industrial waste disposal -  landfill,tonne,not-supplied,467.046,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,gate_to_grave,BEIS,2021,2021,,GB,,Climatiq,2022/03/20,Emission intensity for commercial and industrial waste disposal -  landfill. Retrieved from the Conversion Factors 2021: flat file published by the UK BEIS/Defra at the source URL.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Waste,General Waste,waste_type_commercial_and_industrial-disposal_method_anaerobic_digestion,Commercial and industrial waste disposal - anaerobic digestion,tonne,not-supplied,8.951,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,BEIS,2021,2021,,GB,,Climatiq,2022/03/20,Emission intensity for commercial and industrial waste disposal - anaerobic digestion. Retrieved from the Conversion Factors 2021: flat file published by the UK BEIS/Defra at the source URL.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Waste,General Waste,waste_type_commercial_and_industrial-disposal_method_combustion,Commercial and industrial waste disposal - combustion,tonne,not-supplied,21.294,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,BEIS,2021,2021,,GB,,Climatiq,2022/03/20,Emission intensity for commercial and industrial waste disposal - combustion. Retrieved from the Conversion Factors 2021: flat file published by the UK BEIS/Defra at the source URL.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Waste,General Waste,waste_type_commercial_and_industrial-disposal_method_composting,Commercial and industrial waste disposal - composting,tonne,not-supplied,8.951,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,BEIS,2021,2021,,GB,,Climatiq,2022/03/20,Emission intensity for commercial and industrial waste disposal - composting. Retrieved from the Conversion Factors 2021: flat file published by the UK BEIS/Defra at the source URL.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Waste,General Waste,waste_type_organic_garden-disposal_method_anaerobic_digestion,Garden waste disposal (organic) - anaerobic digestion,tonne,not-supplied,8.951,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,BEIS,2021,2021,,GB,,Climatiq,2022/03/20,Emission intensity for garden waste disposal (organic) - anaerobic digestion. Retrieved from the Conversion Factors 2021: flat file published by the UK BEIS/Defra at the source URL.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Waste,General Waste,waste_type_organic_garden-disposal_method_combustion,Garden waste disposal (organic) - combustion,tonne,not-supplied,21.294,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,BEIS,2021,2021,,GB,,Climatiq,2022/03/20,Emission intensity for garden waste disposal (organic) - combustion. Retrieved from the Conversion Factors 2021: flat file published by the UK BEIS/Defra at the source URL.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Waste,General Waste,waste_type_organic_garden-disposal_method_composting,Garden waste disposal (organic) - composting,tonne,not-supplied,8.951,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,BEIS,2021,2021,,GB,,Climatiq,2022/03/20,Emission intensity for garden waste disposal (organic) - composting. Retrieved from the Conversion Factors 2021: flat file published by the UK BEIS/Defra at the source URL.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Waste,General Waste,waste_type_organic_garden-disposal_method_landfill,Garden waste disposal (organic) - landfill,tonne,not-supplied,578.959,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,gate_to_grave,BEIS,2021,2021,,GB,,Climatiq,2022/03/20,Emission intensity for garden waste disposal (organic) - landfill. Retrieved from the Conversion Factors 2021: flat file published by the UK BEIS/Defra at the source URL.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Waste,General Waste,waste_type_glass-disposal_method_closed_loop,Glass waste disposal - closed-loop,tonne,not-supplied,21.294,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,BEIS,2021,2021,,GB,,Climatiq,2022/03/20,Emission intensity for glass waste disposal - closed-loop. Retrieved from the Conversion Factors 2021: flat file published by the UK BEIS/Defra at the source URL.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Waste,General Waste,waste_type_glass-disposal_method_combustion,Glass waste disposal - combustion,tonne,not-supplied,21.294,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,BEIS,2021,2021,,GB,,Climatiq,2022/03/20,Emission intensity for glass waste disposal - combustion. Retrieved from the Conversion Factors 2021: flat file published by the UK BEIS/Defra at the source URL.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Waste,General Waste,waste_type_glass-disposal_method_landfill,Glass waste disposal - landfill,tonne,not-supplied,8.902,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,gate_to_grave,BEIS,2021,2021,,GB,,Climatiq,2022/03/20,Emission intensity for glass waste disposal - landfill. Retrieved from the Conversion Factors 2021: flat file published by the UK BEIS/Defra at the source URL.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Waste,General Waste,waste_type_glass-disposal_method_open_loop,Glass waste disposal - open-loop,tonne,not-supplied,21.294,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,BEIS,2021,2021,,GB,,Climatiq,2022/03/20,Emission intensity for glass waste disposal - open-loop. Retrieved from the Conversion Factors 2021: flat file published by the UK BEIS/Defra at the source URL.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Waste,General Waste,waste_type_household_residual_waste-disposal_method_anaerobic_digestion,Household residual waste disposal - anaerobic digestion,tonne,not-supplied,8.951,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,BEIS,2021,2021,,GB,,Climatiq,2022/03/20,Emission intensity for household residual waste disposal - anaerobic digestion. Retrieved from the Conversion Factors 2021: flat file published by the UK BEIS/Defra at the source URL.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Waste,General Waste,waste_type_household_residual_waste-disposal_method_closed_loop,Household residual waste disposal - closed-loop,tonne,not-supplied,21.294,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,BEIS,2021,2021,,GB,,Climatiq,2022/03/20,Emission intensity for household residual waste disposal - closed-loop. Retrieved from the Conversion Factors 2021: flat file published by the UK BEIS/Defra at the source URL.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Waste,General Waste,waste_type_household_residual_waste-disposal_method_combustion,Household residual waste disposal - combustion,tonne,not-supplied,21.294,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,BEIS,2021,2021,,GB,,Climatiq,2022/03/20,Emission intensity for household residual waste disposal - combustion. Retrieved from the Conversion Factors 2021: flat file published by the UK BEIS/Defra at the source URL.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Waste,General Waste,waste_type_household_residual_waste-disposal_method_composting,Household residual waste disposal - composting,tonne,not-supplied,8.951,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,BEIS,2021,2021,,GB,,Climatiq,2022/03/20,Emission intensity for household residual waste disposal - composting. Retrieved from the Conversion Factors 2021: flat file published by the UK BEIS/Defra at the source URL.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Waste,General Waste,waste_type_household_residual_waste-disposal_method_landfill,Household residual waste disposal - landfill,tonne,not-supplied,446.242,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,gate_to_grave,BEIS,2021,2021,,GB,,Climatiq,2022/03/20,Emission intensity for household residual waste disposal - landfill. Retrieved from the Conversion Factors 2021: flat file published by the UK BEIS/Defra at the source URL.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Waste,General Waste,waste_type_household_residual_waste-disposal_method_open_loop,Household residual waste disposal - open-loop,tonne,not-supplied,21.294,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,BEIS,2021,2021,,GB,,Climatiq,2022/03/20,Emission intensity for household residual waste disposal - open-loop. Retrieved from the Conversion Factors 2021: flat file published by the UK BEIS/Defra at the source URL.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Waste,General Waste,waste_type_mixed_msw-disposal_method_combusted,Mixed MSW - Combusted,short ton,not-supplied,430,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,EPA,2021,2021,2020,US,,Climatiq,2022/01/22,Emission intensity of disposing of the specified material through cumbustion. These factors do not include any avoided emissions impact from any of the disposal methods. Combustion emissions include transport to combustion facility and combustion-related non-biogenic CO2 and N2O. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
Waste,General Waste,waste_type_mixed_msw-disposal_method_landfilled,Mixed MSW - Landfilled,short ton,not-supplied,520,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,EPA,2021,2021,2020,US,,Climatiq,2022/01/22,Emission intensity of disposing of the specified material to landfill. These factors do not include any avoided emissions impact from any of the disposal methods. Landfilling emissions include transport to landfill/equipment use at landfill and fugitive landfill CH4 emissions. Landfill CH4 is based on typical landfill gas collection practices and average landfill moisture conditions. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
Waste,General Waste,waste_type_mixed_recyclables-disposal_method_combusted,Mixed Recyclables - Combusted,short ton,not-supplied,110,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,EPA,2021,2021,2020,US,,Climatiq,2022/01/22,Emission intensity of disposing of the specified material through cumbustion. These factors do not include any avoided emissions impact from any of the disposal methods. Combustion emissions include transport to combustion facility and combustion-related non-biogenic CO2 and N2O. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
Waste,General Waste,waste_type_mixed_recyclables-disposal_method_landfilled,Mixed Recyclables - Landfilled,short ton,not-supplied,680,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,EPA,2021,2021,2020,US,,Climatiq,2022/01/22,Emission intensity of disposing of the specified material to landfill. These factors do not include any avoided emissions impact from any of the disposal methods. Landfilling emissions include transport to landfill/equipment use at landfill and fugitive landfill CH4 emissions. Landfill CH4 is based on typical landfill gas collection practices and average landfill moisture conditions. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
Waste,General Waste,waste_type_mixed_recyclables-disposal_method_recycled,Mixed Recyclables - Recycled,short ton,not-supplied,90,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,EPA,2021,2021,2020,US,,Climatiq,2022/01/22,Emission intensity of recycling the specified material. These factors do not include any avoided emissions impact from any of the disposal methods. Recycling emissions include transport to recycling facility and sorting of recycled materials at material recovery facility. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
Waste,General Waste,waste_type_tires-disposal_method_combusted,Tires - Combusted,short ton,not-supplied,2210,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,EPA,2021,2021,2020,US,,Climatiq,2022/01/04,Emission intensity of disposing of the specified material through cumbustion. These factors do not include any avoided emissions impact from any of the disposal methods. Combustion emissions include transport to combustion facility and combustion-related non-biogenic CO2 and N2O. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
Waste,General Waste,waste_type_tires-disposal_method_landfilled,Tires - Landfilled,short ton,not-supplied,20,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,EPA,2021,2021,2020,US,,Climatiq,2022/01/22,Emission intensity of disposing of the specified material to landfill. These factors do not include any avoided emissions impact from any of the disposal methods. Landfilling emissions include transport to landfill/equipment use at landfill and fugitive landfill CH4 emissions. Landfill CH4 is based on typical landfill gas collection practices and average landfill moisture conditions. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
Waste,General Waste,waste_type_tires-disposal_method_recycled,Tires - Recycled,short ton,not-supplied,100,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,EPA,2021,2021,2020,US,,Climatiq,2022/01/22,Emission intensity of recycling the specified material. These factors do not include any avoided emissions impact from any of the disposal methods. Recycling emissions include transport to recycling facility and sorting of recycled materials at material recovery facility. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
Waste,Glass Waste,waste_type_glass-disposal_method_combusted,Glass - Combusted,short ton,not-supplied,10,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,EPA,2021,2021,2020,US,,Climatiq,2022/01/22,Emission intensity of disposing of the specified material through cumbustion. These factors do not include any avoided emissions impact from any of the disposal methods. Combustion emissions include transport to combustion facility and combustion-related non-biogenic CO2 and N2O. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
Waste,Glass Waste,waste_type_glass-disposal_method_landfilled,Glass - Landfilled,short ton,not-supplied,20,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,EPA,2021,2021,2020,US,,Climatiq,2022/01/22,Emission intensity of disposing of the specified material to landfill. These factors do not include any avoided emissions impact from any of the disposal methods. Landfilling emissions include transport to landfill/equipment use at landfill and fugitive landfill CH4 emissions. Landfill CH4 is based on typical landfill gas collection practices and average landfill moisture conditions. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
Waste,Glass Waste,waste_type_glass-disposal_method_recycled,Glass - Recycled,short ton,not-supplied,50,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,EPA,2021,2021,2020,US,,Climatiq,2022/01/22,Emission intensity of recycling the specified material. These factors do not include any avoided emissions impact from any of the disposal methods. Recycling emissions include transport to recycling facility and sorting of recycled materials at material recovery facility. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
Waste,Metal Waste,waste_type_aluminum_cans-disposal_method_combusted,Aluminum Cans - Combusted,short ton,not-supplied,10,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,EPA,2021,2021,2020,US,,Climatiq,2022/01/22,Emission intensity of disposing of the specified material through cumbustion. These factors do not include any avoided emissions impact from any of the disposal methods. Combustion emissions include transport to combustion facility and combustion-related non-biogenic CO2 and N2O. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
Waste,Metal Waste,waste_type_aluminum_cans-disposal_method_landfilled,Aluminum Cans - Landfilled,short ton,not-supplied,20,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,EPA,2021,2021,2020,US,,Climatiq,2022/01/22,Emission intensity of disposing of the specified material to landfill. These factors do not include any avoided emissions impact from any of the disposal methods. Landfilling emissions include transport to landfill/equipment use at landfill and fugitive landfill CH4 emissions. Landfill CH4 is based on typical landfill gas collection practices and average landfill moisture conditions. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
Waste,Metal Waste,waste_type_aluminum_cans-disposal_method_recycled,Aluminum Cans - Recycled,short ton,not-supplied,60,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,EPA,2021,2021,2020,US,,Climatiq,2022/01/22,Emission intensity of recycling the specified material. These factors do not include any avoided emissions impact from any of the disposal methods. Recycling emissions include transport to recycling facility and sorting of recycled materials at material recovery facility. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
Waste,Metal Waste,waste_type_aluminum_ingot-disposal_method_combusted,Aluminum Ingot - Combusted,short ton,not-supplied,10,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,end_of_life,EPA,2021,2021,2020,US,,Climatiq,2022/01/22,Emission intensity of disposing of the specified material through cumbustion. These factors do not include any avoided emissions impact from any of the disposal methods. Combustion emissions include transport to combustion facility and combustion-related non-biogenic CO2 and N2O. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
